"ID";"Data/Hora";"Jogador";"Heroi";"Oponente";"Heroi Oponente";"Resultado";"Turnos";"Meu Valor Medio/Turno";"Valor Medio/Turno Oponente";"Cartas Fora/Sideboard";"Notas"
"talishar-1789005560386";"2026-09-10T01:59:20.386Z";"akiles185";"Marlynn Treasure Hunter";"NateFrautschy";"Levia Shadowborn Abomination";"Vitoria";"4";"14,25";"-";"-";"Levia subiu muitas dreact o que foi bem estranho, mas ela ainda tem problemas de action point"
